172.18.0.1 - - [06/Apr/2026:21:30:02 +0000] "GET /rest/products/search?q=test HTTP/1.1" 200 517 "-" "curl/8.18.0" "-"
172.18.0.1 - - [07/Apr/2026:00:17:57 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJPWF&sid=erD46UNJjiIkfbf6AABe HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:17:57 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=erD46UNJjiIkfbf6AABe HTTP/1.1" 101 10 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:17:57 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJPWS&sid=erD46UNJjiIkfbf6AABe HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:17:59 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJP_J HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:17:59 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJP_U&sid=Q4p8l_-elZshmUBLAABf HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:17:59 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJJvM&sid=UXQ-OsD2hzwAbcEEAABa HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:17:59 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJP_i&sid=Q4p8l_-elZshmUBLAABf HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:17:59 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=Q4p8l_-elZshmUBLAABf HTTP/1.1" 101 10 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:01 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJQUi HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:01 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJQV6&sid=NvVzEARmJ8JiCB0dAABg HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:01 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=NvVzEARmJ8JiCB0dAABg HTTP/1.1" 101 10 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:17 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJOFx&sid=0B9WWoAUwrgF7sOwAABb HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:17 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJQkG HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:17 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJUMb&sid=4Owd5HvK4cOOw4w4AABh HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:17 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=4Owd5HvK4cOOw4w4AABh HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:19 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJOxK&sid=UmWXW8EdBdNOJ4tJAABc HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:19 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJUMl&sid=4Owd5HvK4cOOw4w4AABh HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:19 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJUtu HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:19 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJV26&sid=tEFJpXA53QZCOsq_AABi HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:19 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=tEFJpXA53QZCOsq_AABi HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:21 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJPHB&sid=VfGOoSUZIHwHqeSiAABd HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:21 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJV2J&sid=tEFJpXA53QZCOsq_AABi HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:21 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJVN7 HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:21 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJVO2&sid=RdcKx4DXPIscOlrvAABj HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:21 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=RdcKx4DXPIscOlrvAABj HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:22 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJPWG&sid=erD46UNJjiIkfbf6AABe HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:22 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJVOA&sid=RdcKx4DXPIscOlrvAABj HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:22 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJVci HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:22 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJVd3&sid=OJ-cYadmf6Qrfra_AABk HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:22 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=OJ-cYadmf6Qrfra_AABk HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:24 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJP_U.0&sid=Q4p8l_-elZshmUBLAABf HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:24 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJVdD&sid=OJ-cYadmf6Qrfra_AABk HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:24 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJW5z HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:24 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJW6D&sid=Ns5R_0b0IetfMbNxAABl HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:24 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=Ns5R_0b0IetfMbNxAABl HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:26 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJQV7&sid=NvVzEARmJ8JiCB0dAABg HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:26 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJW6M&sid=Ns5R_0b0IetfMbNxAABl HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:26 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJWbD HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:26 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJWbr&sid=0DHcxDXezqHCw5OrAABm HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:26 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=0DHcxDXezqHCw5OrAABm HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:42 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJUMc&sid=4Owd5HvK4cOOw4w4AABh HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:42 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJWb-&sid=0DHcxDXezqHCw5OrAABm HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:42 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJX4P HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:42 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJaTR&sid=sUshEr2oMk46Sy4wAABn HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:42 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=sUshEr2oMk46Sy4wAABn HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:44 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJV27&sid=tEFJpXA53QZCOsq_AABi HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:44 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJaTd&sid=sUshEr2oMk46Sy4wAABn HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:44 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJakm HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:44 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJb9I&sid=YTBkPoPALvBdtGJiAABo HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:44 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=YTBkPoPALvBdtGJiAABo HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:46 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJVO2.0&sid=RdcKx4DXPIscOlrvAABj HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:46 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJb9U&sid=YTBkPoPALvBdtGJiAABo HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:46 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJbTo HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:46 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJbU-&sid=XiDNtJWFrW9otjjEAABp HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:46 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=XiDNtJWFrW9otjjEAABp HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:47 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJVd4&sid=OJ-cYadmf6Qrfra_AABk HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:47 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJbV8&sid=XiDNtJWFrW9otjjEAABp HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:48 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJby_ HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:48 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJbzO&sid=T9UH2IvBs9Zn0BJlAABq HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:48 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=T9UH2IvBs9Zn0BJlAABq HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:49 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJW6E&sid=Ns5R_0b0IetfMbNxAABl HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:49 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJbzc&sid=T9UH2IvBs9Zn0BJlAABq HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:50 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJcS9 HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:50 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJcSe&sid=LJ3OPUvBHGCPEdLkAABr HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:50 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=LJ3OPUvBHGCPEdLkAABr HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:51 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJWbs&sid=0DHcxDXezqHCw5OrAABm HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:51 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJcT7&sid=LJ3OPUvBHGCPEdLkAABr HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:52 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJcxZ HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:52 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJcxu&sid=gAU7hE2yMfSCLAVFAABs HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:18:52 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=gAU7hE2yMfSCLAVFAABs HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:07 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJaTT&sid=sUshEr2oMk46Sy4wAABn HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:07 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJcy7&sid=gAU7hE2yMfSCLAVFAABs HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:07 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJdBB HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:07 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJgaT&sid=4IWOnvkXinB_thAUAABt HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:07 +0000] "GET /socket.io/?EIO=4&transport=websocket&sid=4IWOnvkXinB_thAUAABt HTTP/1.1" 101 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:09 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJb9J&sid=YTBkPoPALvBdtGJiAABo HTTP/1.1" 200 1 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:09 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJgak&sid=4IWOnvkXinB_thAUAABt HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:09 +0000] "GET /socket.io/?EIO=4&transport=polling&t=PrbJgrQ HTTP/1.1" 200 96 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
172.18.0.1 - - [07/Apr/2026:00:19:09 +0000] "POST /socket.io/?EIO=4&transport=polling&t=PrbJhGX&sid=-DcxSyx-V_QEgY2ZAABu HTTP/1.1" 403 548 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
